,0,1,2,3,4,5
0,0.41561415735516355,0.8565882143738672,0.08755257121333332,0.8364424012542734,0.4237491609151929,0.7735131852558038
1,0.8956678000492956,0.7104659794608791,0.5979290784264605,0.6637148200513905,0.9923724891840728,0.43886601783745827
2,0.723486329783806,0.802647756778389,0.7881616425594034,0.6314394458562478,0.4175092414010297,0.9569611385806394
3,0.6621082995980422,0.81164668898585,0.7931018336022111,0.6087464293258742,0.8528555770646674,0.4289463469165483
4,0.3880367227399453,0.8586634858862892,0.6380449443137701,0.6531379790939784,0.4011730496585569,0.9241248458424502
5,0.4655919238240279,0.7475756106775252,0.9068014274205553,0.43924590397475005,0.5266706197481739,0.6751185168954881
6,0.714470545003402,0.7024886578195939,0.43356230957447145,0.3615410048346923,0.5501545823561684,0.9400377822166206
7,0.7772960034374032,0.7019760333827515,0.5838748365824621,0.9927709771825276,0.7210707264878742,0.5070601312991226
8,0.4629388124448501,0.6537040754069326,0.4908359637078707,0.5138770818934949,0.6739858587356636,0.15632207640602613
9,0.5226215408366651,0.7291646790854567,0.7251276576396088,0.618183762397399,0.40268447191153967,0.5846858374412207
10,0.5661684292187197,0.4347974608960976,0.9361351843769433,0.89625454329759,0.8733130682024512,0.9246337997409273
11,0.35213564168729417,0.8079741289164589,0.3918459319715305,0.9601098334178446,0.670837047880775,0.6520370511738327
12,0.9581666313485249,0.42078807742692376,0.34912231989697384,0.3635510552212562,0.7034673926549974,0.7821827035254952
13,0.9020962858499221,0.5453290561383863,0.4708158843255329,0.4717469992446993,0.540170982537111,0.509849471807473
14,0.47439945761337876,0.2924524432587283,0.6544302778637134,0.613029005012584,0.48141192420769535,0.4394126506258613
15,0.9212203228385497,0.8099290334740514,0.8867415639190689,0.7634697142243102,0.77960908490462,0.3937488474668291
16,0.9820879007564088,0.8440154820014949,0.8995356846097383,0.45403759422880624,0.5741363947994146,0.9597168076920479
17,0.6905689088393144,0.657672519121007,0.967941088535807,0.744462055491267,0.9461522512234817,0.8473363761082293
